event   element | name     | type     | charge       | pT           | Eta          | Phi          | E            | mass
     769       2|        e-|        11|             1|       478.322|      0.650146|       1.37524|       583.025|     0.0673218
     770       1|        e-|        11|             1|       798.868|     -0.455627|      0.485474|       883.233|     -0.242798
     770       2|       mu-|        13|            -1|       707.331|      0.301453|      -1.40283|       739.714|      0.105713
     771       1|        e-|        11|            -1|       830.371|     -0.631958|      0.213837|       1001.78|     0.0354614
     771       2|        e-|        11|            -1|       510.647|     -0.465881|      -2.79883|       567.073|       -0.1698
     771       3|        e-|        11|             1|           458|       0.24472|        2.0332|       471.783|    -0.0758057
     772       1|        e-|        11|             1|       726.726|    -0.0508118|      0.569336|       727.665|      0.275635
     772       2|        e-|        11|            -1|       64.3872|      0.686768|     -0.660034|       80.1775|     0.0299225
     772       3|       mu-|        13|             1|       447.536|       1.45874|       -1.3125|       1014.35|      0.105713
     773       1|        e-|        11|            -1|       376.618|    0.00688362|      -2.05322|       376.627|      0.108276
     773       2|        e-|        11|             1|       294.019|       1.24463|      -1.78589|        552.71|      0.130737
     773       3|       mu-|        13|            -1|       1247.55|      0.101379|       1.59106|       1253.97|      0.105713
     773       4|       mu-|        13|             1|       326.551|        -1.177|      -1.24097|       580.091|      0.105713
     774       1|        e-|        11|            -1|       958.607|      0.282532|      -1.24463|       997.122|      0.263672
     774       2|       mu-|        13|             1|       1126.72|      0.240784|       2.56787|       1159.54|      0.105713
     775       1|        e-|        11|            -1|       1446.12|     -0.981812|        1.8186|       2200.93|     -0.661621
     775       2|        e-|        11|             1|       1293.83|      0.054451|      -1.33203|       1295.74|     -0.269043
     775       3|        e-|        11|            -1|       308.135|      -1.44409|     -0.675049|       689.291|     -0.230225
     775       4|       mu-|        13|             1|       255.412|       1.55347|      -3.07861|       630.785|      0.105713
     776       1|        e-|        11|             1|       200.817|      -1.65088|       2.05566|       542.551|     0.0910034
     776       2|       mu-|        13|             1|       1256.11|     0.0788574|      -2.25488|       1260.01|      0.105713
     777       1|        e-|        11|            -1|       399.083|      0.249908|      -1.02344|        411.61|     -0.109558
     777       2|       mu-|        13|             1|       740.289|      -1.09448|      -0.90979|       1229.75|      0.105713
     777       3|       mu-|        13|             1|       483.185|      0.209656|       1.31177|       493.844|      0.105713
     777       4|       mu-|        13|            -1|       347.723|     -0.674805|       2.57275|       429.943|      0.105713
     778       1|        e-|        11|            -1|       1001.95|     -0.152649|       -2.7793|       1013.65|    -0.0289612
     778       2|       mu-|        13|             1|       680.455|     -0.490356|        0.1082|       763.915|      0.105713
     778       3|       mu-|        13|             1|       533.838|    -0.0766754|       1.38647|       535.408|      0.105713
     779       1|        e-|        11|             1|        507.68|    -0.0960999|      -2.43604|       510.026|    -0.0568542
     779       2|       mu-|        13|            -1|       589.409|     -0.875488|        1.2478|       830.095|      0.105713
     779       3|       mu-|        13|            -1|       325.117|       1.00757|       2.05566|       504.588|      0.105713
     780       1|        e-|        11|            -1|       637.517|     -0.758423|     -0.243652|       829.828|     0.0980225
     780       2|        e-|        11|             1|       274.881|      0.736084|      -1.61108|       352.772|     0.0568237
     780       3|        e-|        11|            -1|       64.8065|       1.84131|       1.92456|       209.435|    -0.0435486
     780       4|       mu-|        13|             1|       673.965|       1.51831|       2.36133|       1611.99|      0.105713
     781       1|        e-|        11|             1|       370.945|     -0.859985|        2.7251|       516.781|      0.079773
     781       2|       mu-|        13|             1|       563.731|       1.02832|      -1.94312|       888.995|      0.105713
     781       3|       mu-|        13|            -1|       369.681|     -0.683228|       3.02539|       459.374|      0.105713
     782       1|        e-|        11|             1|        691.78|     -0.289001|       3.12061|       720.872|      0.237183
     782       2|       mu-|        13|            -1|       441.456|     -0.677368|      -1.37231|       546.664|      0.105713
     783       1|        e-|        11|            -1|       913.688|      0.337952|      -2.28223|       966.363|     -0.280762
     783       2|        e-|        11|             1|       894.188|       1.12158|      0.921753|       1518.09|      0.389648
     783       3|       mu-|        13|            -1|       29.0998|      -1.90894|      -1.79736|       100.309|      0.105713
     784       1|        e-|        11|             1|       828.312|     -0.721191|     -0.126831|       1053.22|     0.0803223
     784       2|       mu-|        13|             1|       835.512|      0.554321|     -0.922241|       967.198|      0.105713
     785       1|        e-|        11|             1|       323.015|      0.308899|     0.0418777|       338.549|     0.0950928
     785       2|        e-|        11|             1|       228.162|       -1.7793|       1.38965|       695.262|       0.18689
     785       3|       mu-|        13|            -1|       968.101|      -1.36572|      -3.06836|       2020.31|      0.105713
     786       1|       mu-|        13|             1|       1421.29|     0.0876617|       2.96484|       1426.76|      0.105713
     786       2|       mu-|        13|            -1|       1029.26|      0.105347|     -0.725464|       1034.97|      0.105713
     786       3|       mu-|        13|            -1|       912.191|      0.668701|      0.398254|       1123.85|      0.105713
     787       1|        e-|        11|             1|       904.343|     -0.483582|      0.674561|       1012.16|      0.294189
     787       2|       mu-|        13|            -1|       927.544|      0.684204|      -2.31396|       1153.26|      0.105713
     787       3|       mu-|        13|             1|       190.583|       1.79272|     -0.572998|       588.168|      0.105713
     788       1|        e-|        11|             1|       527.724|     -0.187622|       -1.1543|        537.04|       0.21582
     788       2|        e-|        11|            -1|       496.715|      -1.73755|      -1.20312|       1455.21|      0.218506
